# Cluster-median assignment
# Andreu Meca and Jan Leyva

# Number of points
param m := 167;

# Matrix of Euclidean distance
param d :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167:=
94	276.988160597364	9801.03871427808	12860.7993591292	5779.33055928145	22424.7174366194	21013.0199287622	6331.35784062155	68732.2956484666	65904.9976959039	16428.5124573306	36874.0407010359	47004.156138652	1165.38948086514	22021.3423212412	16696.3505038876	62465.5257549723	7996.16585547932	583.48159594417	5619.88387516444	4548.08753885753	9832.32951006808	14027.6162196892	17895.8300447649	91234.3252984107	16151.988366875	185.515510582449	688.270748567258	1255.00409268921	1639.76020404746	64576.03747339	5588.49071043187	538.822795649099	770.088824386151	23100.9569138837	9629.81445030658	11762.1604579828	377.139417928643	829.708947161594	4697.37806733123	14735.9255392203	1613.93944874714	24067.8992213825	46907.4096726827	34960.4508810964	75512.1707747588	11530.4694365745	9510.25077950103	9221.07163248635	6796.3327078408	38331.8646140127	85.0912738704086	26985.4665192313	7149.41949598396	62997.1927666624	56528.8443109592	17184.8572586255	325.70830269498	6236.56643772125	59950.6100026052	1998.2656584315	40102.6645001577	12677.1204180252	6159.47213803441	329.151331794696	152.335805231586	5447.35126034255	327.905708160813	25781.0401748542	58884.8605871313	3333.11206007239	7946.82327097508	18065.9420637778	12676.3436345598	69081.4525158446	43551.5413654378	52323.5665782854	8293.34527711493	58951.1733523657	9187.11908332652	21730.933468586	1288.91545852403	1191.23553571725	87550.242871608	1556.85788340205	2835.69852272377	21199.5560989717	18063.5750366558	1315.88924242633	735.452286918284	32186.8514510075	24100.4435434288	145657.028552845	11413.2281883689	0	383.935820157484	22692.0326078291	11912.3688300392	599.178866820622	35779.1416940032	2197.63946494617	17259.6569912293	3298.5525840216	2950.54315336836	7067.09836327628	14843.3045822987	5901.55280920915	499.357295486464	2530.27004211536	8994.16742011794	660.517972671616	70193.4736181867	47882.4525232528	614.451798850904	4450.56919601926	112281.987434773	50385.3083010878	3117.48473211979	16834.7659258155	6891.87209713974	10256.2603616902	4792.74153904747	25057.5952366432	35808.0626118167	149679.768626145	19160.0406315911	25323.4586415903	165.119126693427	5302.5816953736	50482.142217577	1037.49679908475	13033.6927680616	22834.7066760179	208.145534022072	89026.8059068821	30348.7557695227	37627.4748432317	1013.50286323117	13322.0033754771	38179.5535120189	45766.7844822798	7969.23175504111	10883.2417619119	2371.11006984774	15857.1121660527	69877.913844142	96790.7744936413	833.042406750367	798.509833029277	13680.3811885935	3394.40242711765	209.039043136816	5025.65033693264	10278.009615793	20594.4160385447	9962.25990237378	250.10297034977	7294.31988073216	69568.7590431949	54701.0984157204	71551.9761829019	20514.4536784082	3172.56427363313	3157.62656283693	21070.9372403634	3402.59602583087	3391.67428158031	2277.70497028625
95	619.603686776206	10132.4805830502	13203.9441128946	6069.09725120265	22715.2467172162	21319.8116802632	6648.12585198098	68927.6746660956	66123.4930626907	16768.3616593936	37070.657583826	47320.5696895887	1520.14263106387	22240.1684168818	17035.067881768	62684.6524797205	8299.39954412366	890.776944785344	5964.55310974762	4887.67928537324	10151.8974170732	14347.2398251913	18160.2782808035	91562.2996230399	16477.5287705577	439.947800186441	369.696507662404	1609.34611752724	1938.38239195584	64783.1816314955	5885.35306631122	163.594349943185	1057.09468518409	23386.6772783946	9948.44848899678	12062.7393842729	517.540586599522	464.477646035486	5001.52047176101	15026.322947825	1925.28254197779	24352.5202036518	47152.5047018784	35241.0463360711	75699.6748835239	11847.1114560376	9824.89457112221	9577.57433216319	7127.77338121021	38647.3655188394	414.225052893285	27275.7258722293	7463.36062965084	63204.7886315428	56744.7036478785	17487.7703489864	673.209930936191	6561.78928466416	60176.443452082	2320.35020070008	40342.4755890712	12961.3641052596	6488.23477484011	262.109299720555	391.651875749086	5754.55702384351	555.126397318665	26081.5111877722	59103.8540862617	3684.734561539	8285.96857272046	18404.0979504445	13018.0196947197	69303.0424269623	43776.3663601581	52556.0410791087	8589.64207843765	59147.3848270046	9522.81494353312	22055.9834775081	1619.86609504887	1314.89041850135	87865.525641691	1909.57124687425	3191.46322066993	21493.9000512121	18371.4092367777	1609.99708512504	379.764393480426	32519.4928731488	24404.236132893	145868.711097896	11747.3049986984	383.935820157484	0	23020.9313426451	12192.6389078001	924.88325545564	36051.5487665309	2537.49172331436	17574.9626162586	3512.81123011819	3278.46556311875	7410.87708719795	15163.2008198211	6226.61788510299	126.848328066764	2890.32746203298	9284.98477422314	1022.85406475107	70409.2619403316	48106.1910594861	258.984640900232	4770.90915064065	112459.730890336	50715.1613555826	3480.1918822738	17145.9864567095	7216.66689644341	10570.0500931799	5129.54949909509	25359.7435927386	36066.0353639658	149986.426286701	19482.9899004063	25646.5283017171	356.399429791288	5582.60463102424	50812.1487956976	1339.98385558268	13362.8414922625	23145.6752610696	222.70663862779	89318.3835055983	30636.4545466966	37887.6907408897	1183.17258560758	13616.5109152006	38455.4418471792	46005.8881137295	8315.65167584598	11172.5028831999	2691.29978672016	16156.7258822414	70078.5192064379	96975.8230873453	1176.9040044399	1146.5369710083	14018.379796701	3422.16188773835	194.928715175574	5287.64128645488	10612.0389313113	20892.9769967007	10287.0234018182	556.55780572292	7631.55733370035	69866.9902540892	54920.6252956179	71786.7574393069	20793.9220721024	3520.68081946597	3332.7257649791	21328.0188942464	3757.24498980895	3745.85174080757	2595.88963943214
96	22420.5540707108	12891.5718610606	9916.11927536283	17053.6992633596	3915.61093557286	2844.25226248775	16383.8550490584	49961.1630780027	46182.2577726051	6363.74685350104	20044.0749143722	24387.1006402839	21532.7691184132	9525.85661484345	6078.46730525056	42794.1991746844	14800.24297498	22131.5187535892	17093.7834898278	18149.0478802945	12884.0877919066	8707.7853699051	7311.05521693004	68542.4866957511	6550.20136182426	22585.4476991147	23373.6706105039	21443.5612278553	21088.9037694866	45379.3144229652	17203.1624471789	23164.3072100472	21967.4160766855	4417.50736701895	13089.906062599	11155.4875000652	22524.4205754653	23480.80828472	18049.3396515034	8587.53377564116	21096.6995819752	4787.53882566224	26583.923869865	13620.7978208857	56945.9498196999	11210.6423688634	13229.4236629735	13670.9444249636	15895.8677690916	15749.8565206375	22633.986005943	6068.23164754133	15579.1938898897	43821.9944168649	37175.0589751142	6018.42604155494	22368.3753059363	16459.7872267671	40051.9964599886	20700.7200769066	20430.7734350092	10588.4927189379	16533.3137060166	22787.7340859946	22635.8553541377	17295.8181378461	22482.1281879926	4432.329927451	39314.9802128428	19383.9344888779	14759.4608000804	4731.49904165923	10080.2072932499	49167.4867846866	24399.3430066831	32360.9635825515	14563.4916459084	40433.5334706025	13511.7515452373	1056.13785684761	21405.3967097189	21925.6844139141	64918.2134779011	21143.2699833383	19888.231678315	3773.34632019614	5064.7933390135	21418.0822767171	23395.4409717174	9512.11598743647	3088.58422925816	125551.838784169	11284.8633342436	22692.0326078291	23020.9313426451	0	11364.7154015351	22104.2545313516	14778.8220724905	20495.9318371611	5596.26305653057	19832.2700771887	19744.259642556	15652.8925806595	7896.88534182236	16794.7634995566	23146.0505209708	20204.4809617714	13937.4883317819	22037.2762244263	50500.5316203237	28520.597655147	23276.4375755326	18253.1958450325	93665.2255293672	27694.6510490504	19647.1243375886	6098.32613349306	15805.1805144776	12494.7984302713	17901.5242973267	3793.85083532111	15548.4693865069	127123.412329021	3590.05023909446	2720.86600539853	22667.6986315893	17577.707460967	27791.8032632525	21682.0382756327	9658.56490114689	1967.65309750248	22862.647501292	66745.9898801149	9037.64511637757	17098.0706245812	21954.3190275045	9776.49830929596	16874.470898046	25772.9999300086	14774.0740306156	12159.2202546828	20329.8733167256	7318.57858134579	50846.4312579484	78013.8300263571	21859.3915171641	21894.0447304538	9048.06206422127	21094.9138891661	22834.4838419172	17960.7780268902	12418.4711295088	3692.86658002816	12736.0517873083	22470.5140161081	15404.561390485	47194.8098824225	35242.714972434	51074.5395852528	5165.55728692999	19533.4891798504	20183.4659809734	6732.40424445664	19325.006113019	19334.7482922845	20425.3333283123
97	11638.3826856656	3229.68170032968	3761.30492716439	6138.90683407432	10539.4014406048	9278.78224905857	5725.00396395787	57366.8062875349	54296.8293926087	5948.01684644181	25616.2343512215	35297.4711602545	10811.0875320817	10658.9421186877	6113.35997671402	50855.4617220194	4011.44431109295	11332.200751243	6737.53787550682	7610.37197156325	2750.97152731742	3056.11822142621	6038.52849700249	79646.8016659566	5067.1633682082	11778.3329278147	12560.3107415824	10726.3277677249	10274.2215598771	53084.1431648431	6339.93041250147	12323.9371328863	11152.6509065832	11197.8577443188	2866.86029400341	993.650204716596	11677.1077822712	12632.565723773	7242.55076365441	2879.61134860245	10305.4335944469	12161.9814671596	35106.9937773183	23048.9878906983	64231.0181296138	1852.02935319911	2844.06328768073	4791.73345332007	5490.90912943081	26630.1929836813	11844.0570807004	15095.6247557474	4924.50516826028	51502.9925673131	44959.4150267624	5450.58948695766	11590.183798581	5902.40599510064	48282.7570533022	9937.84104835318	28348.709519409	793.101073144036	6018.58908812245	11940.4491903455	11829.7845819309	6515.01108137541	11666.2751653978	13953.9005503798	47280.8537636055	8829.07763430334	4738.7675445673	7298.40662094588	3590.62252474724	57441.7697715792	31921.1347748391	40609.0345923666	3668.01155924811	47596.1805137719	3765.08433452839	10330.3068402799	10642.7322390081	10974.3195168741	75807.1488315566	10442.1076248364	9311.79655648325	9338.13828758555	6389.17436455029	10599.2934943116	12557.5926179742	20811.6109651239	12309.4466125727	134072.391213028	2860.67339407272	11912.3688300392	12192.6389078001	11364.7154015351	0	11321.276568921	23871.2655923346	9796.29141105619	5770.68591118556	8771.62780764083	9027.7859188483	5536.67107190272	3716.04754759677	6211.0563956201	12313.5548730702	9622.77382031835	2946.33802877025	11293.1157475891	58606.4099023451	36252.2598374379	12446.5026254768	7557.52929674919	101081.556329837	38871.3105810685	9154.51878592692	5267.36991392394	5300.08842064608	2266.24277347625	7357.08277322684	13247.3060983776	23945.6137692775	137858.591084069	7786.71621592397	13813.2191565624	11853.8866214232	6611.02388416499	38970.8161122154	10874.9908295594	2924.69793194291	11140.6242467527	12066.8870521403	77135.0685649298	18449.3363951006	25753.755078428	11045.1628122098	1594.595452911	26268.0890682635	34009.2197821594	4963.53128208358	1103.55045134632	9570.29135983969	4100.34616274447	58449.995034415	85513.1598667192	11099.1902289862	11139.0770348405	3812.34207030272	9836.59082815563	12019.9109361648	6918.3543113791	3122.04633144139	8769.57594194586	2865.91759472909	11671.7495445294	5189.79837615211	57704.4204562537	43098.5140250192	59804.3744531609	8602.59966675449	8938.69681198303	9071.38376966577	9247.61650399112	8796.75829160947	8804.67862524742	9657.84248547952
98	323.383171073161	9214.51380397613	12281.473662237	5186.18455556041	21831.5884069595	20419.79748533	5740.0653505765	68176.731151398	65335.7896001836	15846.6712866982	36318.4957881177	46412.3089760213	610.503719981386	21453.4651854608	16113.8938846574	61896.0261023328	7403.2588167419	79.5894725380743	5042.04662609011	3966.28463989496	9241.55548973704	13436.474003572	17308.1117897874	90646.0631882329	15562.9034698292	485.094817306656	1270.59393714558	698.246129320536	1047.44342605115	64013.2766445871	4996.13460973414	1071.5820729702	210.211122710267	22508.3415958864	9038.72197299547	11168.8725559426	492.231157192544	1386.94935816385	4104.37563925515	14143.0645957382	1019.84372506554	23475.4247826625	46325.7651025935	34368.432600791	74961.6874764947	10938.7303907314	8918.24527948183	8655.86802469862	6209.91036450787	37739.6372962389	538.307119072788	26392.3029204076	6557.49050733417	62434.1933751553	55961.2050520438	16591.2187873318	276.338891379568	5647.64733649725	59377.6229076478	1407.40460063512	39523.3827267003	12085.1837338398	5571.65149850363	720.375804316361	534.316001382453	4854.75843770259	402.430711358421	25187.5009287918	58315.477046825	2762.85397722074	7364.65817541981	17483.041548547	12095.8526022536	68510.5685783198	42979.3587825456	51747.4172949852	7700.53270573608	58395.2359044107	8602.86232465683	21141.5886466961	703.012244005908	842.482198295278	86958.115463308	994.789648004933	2271.19979281632	20606.1925182489	17470.5248178348	730.122307333961	1299.44773880633	31600.7617970499	23507.0286620406	145091.171620096	10828.061050263	599.178866820622	924.88325545564	22104.2545313516	11321.276568921	0	35188.8094368808	1615.16472524219	16667.6939189559	2749.4746955656	2363.70963851786	6488.58605540872	14252.4825372908	5312.34101446141	1049.52720884745	1974.27895367842	8401.34108134595	200.943960678925	69625.7031524716	47310.7303199743	1176.21477555004	3858.55185689312	111737.888241318	49797.8732431807	2564.88342583267	16242.1089208712	6302.66030228506	9664.11299750554	4209.28601777599	24464.0869540117	35221.8118051952	149086.335437898	18570.0317503229	24733.4578947739	574.474590483436	4713.3303508595	49894.7695062441	455.036961746577	12446.1061929246	22241.9782962358	759.238636032469	88433.2633159131	29755.7923654039	37040.4678794056	633.806441361328	12728.5845483306	37588.3775640674	45187.6992791684	7393.0142348481	10290.7281485919	1779.58574686483	15263.6513907569	69319.0501060538	96241.7370101518	271.723242575153	242.104177989559	13097.458671823	3049.7210344008	735.600478369731	4442.75027104708	9692.79959061823	20000.870576808	9372.61936602807	372.591888442748	6711.17844847932	68974.9943060019	54131.4825886676	70974.5309058374	19922.9115604065	2598.93125468058	2644.82003754509	20485.4656593455	2837.14560635627	2824.79226125077	1685.51990907521
99	35505.4807926983	26390.7359825312	23899.7529409406	30009.2368762408	13493.6461561811	15232.9102442158	29557.5503216465	35281.1796256588	31405.4425908198	20660.923749581	9237.37576980539	13499.6975605834	34682.2843157698	14720.886560405	20372.4614991632	28022.6529334354	27846.6543663906	35198.3103152777	30490.8241716258	31438.7416602898	26186.5587733245	22175.7542956015	17903.7766853688	57125.1396975039	20340.6663392137	35642.0220474621	36420.2102706085	34597.4844059089	34141.8241102757	30650.0043622799	30210.5289854993	36179.5367317831	35017.2171184865	12757.4980781848	26371.6588845635	24113.6200067514	35534.9221110304	36485.2240687301	31112.344158283	21095.7746557535	34174.725924841	11786.3752576288	11807.2435859612	1376.75782305144	42270.5927531803	24512.9183825046	26445.0562426179	27534.1772986451	29230.8766245957	7085.60904669144	35709.9140922704	9044.54283852362	28740.6549368699	29103.0102878559	22465.8210513413	18825.6199975754	35457.8587672904	29708.7499358261	25274.6237479542	33808.8377529686	6131.19154846294	23116.8706383936	29813.3441623135	35796.8784842059	35693.4355987546	30379.6773484622	35528.1045870402	10541.5112755082	24560.8586335997	32673.9899920428	28254.6330902247	19181.2958708738	24012.6941419765	34391.9744108709	10108.7752490871	17592.0573615709	27522.3610191604	25902.569776191	27039.9650446047	15347.4124509675	34513.209888996	34809.7293931037	52729.8443466506	34312.6914571044	33164.4775160847	14759.5438038904	18069.0085311644	34465.3899937395	36412.8554935952	9586.47226519977	12232.2561353261	110849.099860483	24941.3906176906	35779.1416940032	36051.5487665309	14778.8220724905	23871.2655923346	35188.8094368808	0	33665.645035438	19014.2905230835	32587.0229575687	32896.6721277649	29142.8131269939	21407.3770320368	30031.0985906687	36171.1003635607	33478.3441015569	26807.4693581099	35163.5932816852	35722.6159028722	13936.001928602	36303.7774088378	31416.4854821601	78915.6976788198	18020.3761910079	32988.3679210903	19320.2027458795	29074.1856320115	25711.105096646	31183.6752251648	11280.528493702	1885.25669055938	114365.667154003	17509.1957559386	12258.0242483535	35716.625658141	30476.9174801904	18125.3548359596	34741.8676261958	23322.8981543556	13683.1534243228	35930.7196842448	53423.8052205982	5761.14606880774	2464.45944606948	34892.9055247752	22526.9415608511	2456.81920697836	11046.9936539364	28367.1586863048	24921.362502181	33441.3438667401	20074.1369896718	36119.9278394554	63264.0681840742	34969.1546229642	35009.2189830193	22990.2556807951	33431.4373544606	35881.7839560627	30765.3067216846	25992.9900469359	15430.2828192775	26133.5526401045	35537.0377332126	28831.8750632428	34184.3687517344	20528.5915044603	36370.6072278381	15279.3478000281	32792.167696213	32852.2247057216	14796.2465365976	32635.5736981578	32644.0221020616	33528.8492621255
100	1927.84487218817	7604.94660778978	10667.1892838481	3664.59300392887	20276.3246806192	18837.4452407432	4151.62565496939	66838.013857489	63934.9824235739	14232.8680171597	34986.0983046544	44815.5100310348	1040.81987031592	20071.2077993672	14500.2601467123	60494.0617046087	5836.64471103809	1648.97756561958	3427.62289547079	2352.30662865669	7644.69806794225	11838.0416352678	15811.4810407747	89038.1780106745	13957.7908831432	2099.02629518758	2881.84897300713	951.302552235034	707.265670184989	62642.8562310491	3457.34539696523	2685.1927015269	1500.91759215636	20962.0177815363	7443.31587841661	9601.41866918634	2064.36344339955	3000.03378936527	2554.06337331102	12592.3852158799	665.106830433194	21930.9007333296	44861.5852700689	32829.0182758537	73644.1281266017	9345.03210160945	7328.73326706449	7050.48559451365	4600.9307399699	36144.0929799324	2142.41497108598	24836.2202030645	4972.03957116415	61062.8140650547	54568.8892921914	15015.988108905	1875.04811532338	4045.94884932241	57958.7619005134	299.891221389801	38073.6919738205	10549.9542898694	3965.72698690501	2319.62425118092	2148.37702513109	3289.72880488144	2004.67089429773	23614.0328325294	56914.4593830016	1161.48878618971	5750.99378368643	15869.7440648165	10481.6742098028	67101.3092370012	41566.6605328491	50313.0808694514	6148.1462738509	57056.0494249539	6990.38789181258	19536.6347843908	920.810044230381	1704.7514077816	85362.1909169738	656.932152170645	699.233510908751	19044.3606467824	15887.2524186162	992.725233889015	2911.4465416887	29989.9169508279	21928.6038920174	143702.99523628	9216.53314081096	2197.63946494617	2537.49172331436	20495.9318371611	9796.29141105619	1615.16472524219	33665.645035438	0	15074.0228347055	1751.43136526163	774.592063389928	4873.98337735961	12653.5720571132	3711.30591629236	2662.59836625804	485.895514104067	6859.03764037719	1543.2400356609	68231.4039644251	45899.6570736536	2790.44332700419	2269.78433512966	110444.610704785	48188.7313914548	1027.63900979111	14654.0808173696	4700.76733500914	8075.34946258605	2596.72193240289	22888.1244317999	33730.2150324906	147500.817447394	16967.2818332454	23130.2626248961	2183.42193283336	3231.08182873786	48285.5387361337	1221.08727570509	10838.0665678842	20653.1651294609	2370.56827563444	86870.868071602	28203.7020278687	35543.307250934	1627.91978893993	11171.029868245	36057.7583168157	43738.2817015865	5779.2103025798	8747.54538671024	305.928909861244	13694.7049816749	67965.6472518832	94928.756170542	1366.62802620172	1399.91418586204	11484.0061867799	2967.54083873425	2347.48911442276	3034.28626403494	8081.30553616734	18431.8859672851	7769.20351978817	1982.45276219468	5097.97541924461	67402.3337898342	52729.8651904782	69531.916413935	18390.4594267336	991.059225497873	1907.53921596502	19003.2754276174	1241.58985704262	1229.52529638249	280.473977402539
101	16985.9401409584	7522.53989085099	4891.38728017591	11546.662432327	5565.77612044258	3820.06102960265	10928.5388905481	53514.9291447765	50094.3598217177	2279.88709657104	22335.8359857907	29745.784977317	16111.4959098603	8456.4462755069	2100.58190334647	46666.6781885295	9292.53532380217	16690.1071281471	11725.7428968962	12748.9626042017	7430.05790171098	3246.26558100911	3682.43068900602	74022.3818892592	1376.67243231238	17143.9689528287	17933.9769454953	16023.1476699805	15637.0181210734	49073.659417261	11709.5156327723	17715.1702649452	16520.4463111927	6347.4644532373	7631.27517532657	5584.27848563367	17070.2538440444	18030.6334034886	12577.5758400461	3064.34506435624	15651.8510906538	7294.66072803946	30620.2582922882	18043.1698678352	60457.611744723	5729.50889357505	7750.24655215705	8540.36516724483	10491.3168121971	21072.9199809956	17198.0707589285	9988.9233579278	10111.8855802686	47497.9644973146	40875.9909677769	952.861742915052	16934.7416997852	11029.8043399036	44003.6728553018	15261.6575963462	24061.3112688064	4998.64706373412	11114.8927429573	17334.8112968834	17194.9441947981	11823.0510036209	17037.4266555232	8626.26650097763	43122.8300009597	13993.9148178334	9411.33287874547	2214.51979469842	4999.07780041035	53171.9795537608	27857.7995918179	36284.8622250339	9032.84397127751	43821.1506694275	8165.47334408729	4568.78308401458	15970.9315018846	16437.5322450043	70290.9936173381	15725.6760543669	14497.1514973038	4301.17721196625	999.947814284992	15966.9408641487	17948.1545692679	15073.9214556096	6915.38588213911	129763.296963983	5983.47449380375	17259.6569912293	17574.9626162586	5596.26305653057	5770.68591118556	16667.6939189559	19014.2905230835	15074.0228347055	0	14305.2083627297	14311.5167377303	10311.8204198116	2438.73557014923	11363.7617785571	17699.3515645285	14814.7655597479	8383.29188089155	16612.2514588681	54420.6928891118	32136.0262369198	17831.1035222289	12812.2367981508	97302.5151006854	33200.5838471538	14278.0086629481	534.434835545405	10375.4645980795	7005.24353004392	12496.5838477873	7886.0368210105	19377.5717481597	132430.701891	2017.64763931774	8105.71729098939	17224.5468562875	12062.4805755468	33299.0010140628	16235.8436017384	4339.5772683779	5587.08315826186	17426.0736012894	71867.4310544613	13352.1096959629	21108.1965296209	16478.9164626197	4180.91181341529	21319.2773496821	29643.2890072853	9475.96060855515	6573.85104257771	14889.165589239	1819.85937109315	54505.9702155473	81674.9687049117	16428.4178209893	16464.8640414841	3984.22716572626	15519.4870511202	17391.9613872169	12429.8225563003	7082.81752750195	3605.9165637725	7318.04450048721	17031.0392469292	10032.592078831	52365.0741283677	38971.5233953046	55321.4232918024	4301.423883243	14133.5781290082	14644.0669714355	5832.33507753684	13942.148200925	13951.3431437542	14983.0443879407
102	3040.34361062474	7066.57222065031	10217.458853779	2791.29762983694	19310.7701252551	17990.3843260195	3562.32426214496	65434.3638867003	62612.9610337076	13709.7196119314	33576.0420620509	44021.3006580337	2411.13268562032	18729.1616457907	13961.493523617	59173.8824708484	5033.70091572791	2735.74905591077	3324.8903461451	2371.58846383132	6973.68594491703	11124.7108626996	14685.8468867818	88326.8377576148	13286.7722991745	3140.75154130699	3880.49193851616	2351.20958213238	1786.55343531119	61278.8270499308	2667.37482955829	3629.3738769778	2550.67341084228	19964.6662094589	6766.77259715114	8733.73897010896	3000.09398836103	3922.37303179536	1955.73462119879	11634.9351363565	1861.73888973603	20926.0762971875	43647.0703541308	31797.4298564418	72216.1787512135	8623.49239897103	6613.36045260737	6878.40742182052	4176.68916363986	35347.7513617816	3222.38755828311	23866.3282210663	4308.39100729933	59700.0926497159	53235.1759422011	14147.6960316826	3001.17991844689	3575.17307181687	56664.4215111962	1661.20019413676	36833.7901807042	9552.28148235919	3552.76342748383	3252.68702550505	3190.30621083445	2642.23599824929	3027.01277453899	22714.261603962	55593.137236698	1951.74870152099	5372.18838902939	15317.2752846074	10016.7561750909	65791.616601278	40264.3929061494	49044.5114943361	5273.59658595957	55653.1673349325	6519.25215824467	18840.4245171475	2192.38486450512	2228.51629336152	84551.5939350866	2166.38735635569	1935.28240804511	18105.7989854369	15054.1002498487	2050.00917832634	3856.92818941879	29344.1147503758	21054.4375067638	142361.42406107	8678.69663984428	3298.5525840216	3512.81123011819	19832.2700771887	8771.62780764083	2749.4746955656	32587.0229575687	1751.43136526163	14305.2083627297	0	1429.31817704184	4612.01970097941	11936.3950441124	3268.13186517857	3625.49304320576	2015.67192007027	5929.64866427833	2782.6392051432	66899.7871292345	44594.3625785567	3756.30897217527	1994.24206468411	108990.773541571	47503.4472486939	2160.96777242152	13852.1869641063	4182.1940708729	7340.44521348066	2503.95022015215	22001.0686051004	32575.2577713268	146626.18874254	16259.4014740259	22408.5283826022	3204.097386958	2259.07015623193	47601.6006711271	2311.24255761076	10226.0257964123	19835.2596519487	3426.6634399466	85901.5380108426	27216.2376669236	34400.0128348098	2333.18155958768	10248.8614433778	34998.8038682181	42496.7418837845	5503.05497632401	7792.75951085365	1457.18386348463	12803.480287263	66579.7349762405	93495.6753201564	2585.5741638088	2629.60413782506	10962.4167407911	1755.01691960822	3361.01031685415	1875.8305667979	7563.36918479089	17524.1090495288	7153.95382886663	3050.47302200823	4724.04194764516	66475.8246689869	51409.7397097098	68275.7549542645	17354.5806287242	1826.80099156361	429.131417969937	17838.8380496102	2035.19488821095	2028.97313231759	1478.92839947638
103	2678.61122443453	6855.09816195217	9934.86854049916	2902.60157150252	19506.7409452362	18071.3853939192	3385.21608128639	66102.4214317793	63184.7245697568	13494.7024500934	34253.92765806	44055.0520873928	1803.13251426511	19328.4498570786	13760.0321122243	59743.625899119	5066.88058487008	2389.66909246285	2708.70968343068	1624.59628383314	6882.95649021714	11078.1407863765	15045.7931700046	88286.3306100258	13202.5735314917	2843.35112454379	3630.57780502406	1714.60209925737	1364.78814660412	61899.5574872219	2689.35919590213	3424.71679122685	2230.30434779152	20192.2815187525	6681.04107364015	8832.31717974772	2788.41373651759	3739.74186973142	1787.49722921308	11822.5356052376	1360.93781558486	21161.1524688741	44099.5082673958	32059.3613392216	72913.8508095867	8582.35910166249	6563.94974831804	6354.92901595114	3850.39501676271	35383.2460305408	2891.33498872061	24066.729127135	4205.11884261974	60319.3272937502	53820.7322860923	14248.6142907575	2626.51948058431	3286.673041745	57204.8085363398	960.03506324856	37314.2805453657	9780.53354605179	3211.49977013164	3050.08211689092	2893.55875759706	2519.62379989553	2745.45344568879	22846.2266091799	56164.3109593213	608.39051402496	5013.81759653593	15128.8502827508	9746.98914412947	66349.1909847764	40814.4786314503	49556.2112589214	5378.10100481573	56320.6528051507	6246.45247912765	18781.5581644749	1663.00897391846	2303.36048254622	84601.446443036	1420.97549799034	526.801878529512	18275.1204536004	15121.2005687946	1686.68101555161	3652.67561132323	29242.2665047625	21161.6540565162	142954.786509328	8470.12951663406	2950.54315336836	3278.46556311875	19744.259642556	9027.7859188483	2363.70963851786	32896.6721277649	774.592063389928	14311.5167377303	1429.31817704184	0	4147.5365679856	11893.5605704235	2951.95525438009	3403.75830774683	713.592414340451	6089.9011063764	2301.55579083657	67482.497200335	45147.6581598512	3534.17605870009	1510.34585877246	109720.168589884	47438.4193502107	741.529662551974	13889.392747009	3942.01159879065	7310.40912287252	1858.37680206261	22120.7444590617	32964.3437748063	146736.198686269	16210.2115621844	22373.7072965966	2924.50263154077	2479.55552741929	47535.3821998145	1941.96143347676	10085.9430322768	19888.9465962071	3122.42094551648	86102.0875821597	27434.0954886418	34776.7214102203	2273.72168176123	10401.6518401059	35288.3756891085	42978.7584917015	5057.25327651066	7977.80409626191	598.056088506755	12926.0663277563	67226.341775799	94199.2609312573	2118.15675791739	2154.99367470069	10743.0505698232	3005.69293693004	3091.243334701	2317.19551347457	7334.924199063	17663.4047430179	7012.82214769648	2727.50834004224	4356.93126833555	66634.783137651	51979.6941991881	68773.2018629188	17621.0771730492	440.185399071295	1737.88753497521	18239.4601036111	699.168221690762	692.076922828027	693.450248956461
