# Cluster-median assignment
# Andreu Meca and Jan Leyva

# Number of points
param m := 73;

# Matrix of Euclidean distances
param d : 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73 :=
27	14384.7500 	12338.3382 	10140.9039 	9534.8929 	12565.0417 	10247.8500 	10641.6875 	9014.4397 	8325.7083 	5945.6167 	15111.8452 	12805.8409 	12132.9722 	3977.0071 	6298.6250 	11610.1346 	5038.1346 	2366.3929 	2425.1500 	3929.2500 	7993.8000 	1342.0242 	8736.7500 	3283.6121 	7983.9167 	8992.3000 	0.0000 	8303.1324 	6732.9900 	3694.6447 	7478.8929 	9893.2885 	9833.7500 	10515.1667 	9427.8300 	9050.6447 	6491.6500 	742.1389 	5863.0227 	10844.4167 	14405.9808 	10066.1786 	5284.4167 	10023.3500 	9428.1100 	12025.1310 	13344.3409 	12133.6250 	10266.7500 	10063.3000 	6760.6071 	11186.3500 	10520.5921 	11155.7500 	8168.0000 	13822.6500 	9253.3654 	10172.5000 	14821.7500 	11893.1389 	9663.9881 	13133.6071 	10498.7500 	12953.7000 	14109.8750 	15631.2500 	11248.3500 	14752.4500 	15278.3500 	15405.9500 	16208.7500 	16521.0833 	15745.7500 
28	6081.6176 	4035.2059 	1837.7715 	1231.7605 	4261.9093 	1944.7176 	2338.5551 	711.3073 	22.5760 	2357.5157 	6808.7129 	4502.7086 	3829.8399 	4326.1252 	2004.5074 	3307.0023 	3264.9977 	10669.5252 	5877.9824 	12232.3824 	309.3324 	9645.1565 	433.6176 	5019.5203 	319.2157 	689.1676 	8303.1324 	0.0000 	1570.1424 	4608.4876 	824.2395 	1590.1561 	1530.6176 	2212.0343 	1124.6976 	747.5124 	1811.4824 	9045.2712 	2440.1096 	2541.2843 	6102.8484 	1763.0462 	3018.7157 	1720.2176 	1124.9776 	3721.9986 	5041.2086 	3830.4926 	1963.6176 	1760.1676 	1542.5252 	2883.2176 	2217.4598 	2852.6176 	135.1324 	5519.5176 	950.2330 	1869.3676 	6518.6176 	3590.0065 	1360.8557 	4830.4748 	2195.6176 	4650.5676 	5806.7426 	7328.1176 	2945.2176 	6449.3176 	6975.2176 	7102.8176 	7905.6176 	8217.9510 	7442.6176 
29	7651.7600 	5605.3482 	3407.9138 	2801.9029 	5832.0517 	3514.8600 	3908.6975 	2281.4497 	1592.7183 	787.3733 	8378.8552 	6072.8509 	5399.9822 	2755.9829 	434.3650 	4877.1446 	1694.8554 	9099.3829 	4307.8400 	10662.2400 	1260.8100 	8075.0142 	2003.7600 	3449.3779 	1250.9267 	2259.3100 	6732.9900 	1570.1424 	0.0000 	3038.3453 	745.9029 	3160.2985 	3100.7600 	3782.1767 	2694.8400 	2317.6547 	241.3400 	7475.1289 	869.9673 	4111.4267 	7672.9908 	3333.1886 	1448.5733 	3290.3600 	2695.1200 	5292.1410 	6611.3509 	5400.6350 	3533.7600 	3330.3100 	27.6172 	4453.3600 	3787.6021 	4422.7600 	1435.0100 	7089.6600 	2520.3754 	3439.5100 	8088.7600 	5160.1489 	2930.9981 	6400.6171 	3765.7600 	6220.7100 	7376.8850 	8898.2600 	4515.3600 	8019.4600 	8545.3600 	8672.9600 	9475.7600 	9788.0933 	9012.7600 
30	10690.1053 	8643.6935 	6446.2591 	5840.2481 	8870.3969 	6553.2053 	6947.0428 	5319.7949 	4631.0636 	2250.9719 	11417.2005 	9111.1962 	8438.3275 	282.3624 	2603.9803 	7915.4899 	1343.4899 	6061.0376 	1269.4947 	7623.8947 	4299.1553 	5036.6689 	5042.1053 	411.0327 	4289.2719 	5297.6553 	3694.6447 	4608.4876 	3038.3453 	0.0000 	3784.2481 	6198.6437 	6139.1053 	6820.5219 	5733.1853 	5356.0000 	2797.0053 	4436.7836 	2168.3780 	7149.7719 	10711.3360 	6371.5338 	1589.7719 	6328.7053 	5733.4653 	8330.4862 	9649.6962 	8438.9803 	6572.1053 	6368.6553 	3065.9624 	7491.7053 	6825.9474 	7461.1053 	4473.3553 	10128.0053 	5558.7206 	6477.8553 	11127.1053 	8198.4942 	5969.3434 	9438.9624 	6804.1053 	9259.0553 	10415.2303 	11936.6053 	7553.7053 	11057.8053 	11583.7053 	11711.3053 	12514.1053 	12826.4386 	12051.1053 
31	6905.8571 	4859.4454 	2662.0110 	2056.0000 	5086.1488 	2768.9571 	3162.7946 	1535.5468 	846.8155 	1533.2762 	7632.9524 	5326.9481 	4654.0794 	3501.8857 	1180.2679 	4131.2418 	2440.7582 	9845.2857 	5053.7429 	11408.1429 	514.9071 	8820.9171 	1257.8571 	4195.2808 	505.0238 	1513.4071 	7478.8929 	824.2395 	745.9029 	3784.2481 	0.0000 	2414.3956 	2354.8571 	3036.2738 	1948.9371 	1571.7519 	987.2429 	8221.0317 	1615.8701 	3365.5238 	6927.0879 	2587.2857 	2194.4762 	2544.4571 	1949.2171 	4546.2381 	5865.4481 	4654.7321 	2787.8571 	2584.4071 	718.2857 	3707.4571 	3041.6992 	3676.8571 	689.1071 	6343.7571 	1774.4725 	2693.6071 	7342.8571 	4414.2460 	2185.0952 	5654.7143 	3019.8571 	5474.8071 	6630.9821 	8152.3571 	3769.4571 	7273.5571 	7799.4571 	7927.0571 	8729.8571 	9042.1905 	8266.8571 
32	4491.4615 	2445.0498 	247.6154 	358.3956 	2671.7532 	354.5615 	748.3990 	878.8488 	1567.5801 	3947.6718 	5218.5568 	2912.5524 	2239.6838 	5916.2813 	3594.6635 	1716.8462 	4855.1538 	12259.6813 	7468.1385 	13822.5385 	1899.4885 	11235.3127 	1156.5385 	6609.6764 	1909.3718 	900.9885 	9893.2885 	1590.1561 	3160.2985 	6198.6437 	2414.3956 	0.0000 	59.5385 	621.8782 	465.4585 	842.6437 	3401.6385 	10635.4274 	4030.2657 	951.1282 	4512.6923 	172.8901 	4608.8718 	130.0615 	465.1785 	2131.8425 	3451.0524 	2240.3365 	373.4615 	170.0115 	3132.6813 	1293.0615 	627.3036 	1262.4615 	1725.2885 	3929.3615 	639.9231 	279.2115 	4928.4615 	1999.8504 	229.3004 	3240.3187 	605.4615 	3060.4115 	4216.5865 	5737.9615 	1355.0615 	4859.1615 	5385.0615 	5512.6615 	6315.4615 	6627.7949 	5852.4615 
33	4551.0000 	2504.5882 	307.1539 	298.8571 	2731.2917 	414.1000 	807.9375 	819.3103 	1508.0417 	3888.1333 	5278.0952 	2972.0909 	2299.2222 	5856.7429 	3535.1250 	1776.3846 	4795.6154 	12200.1429 	7408.6000 	13763.0000 	1839.9500 	11175.7742 	1097.0000 	6550.1379 	1849.8333 	841.4500 	9833.7500 	1530.6176 	3100.7600 	6139.1053 	2354.8571 	59.5385 	0.0000 	681.4167 	405.9200 	783.1053 	3342.1000 	10575.8889 	3970.7273 	1010.6667 	4572.2308 	232.4286 	4549.3333 	189.6000 	405.6400 	2191.3810 	3510.5909 	2299.8750 	433.0000 	229.5500 	3073.1429 	1352.6000 	686.8421 	1322.0000 	1665.7500 	3988.9000 	580.3846 	338.7500 	4988.0000 	2059.3889 	169.7619 	3299.8571 	665.0000 	3119.9500 	4276.1250 	5797.5000 	1414.6000 	4918.7000 	5444.6000 	5572.2000 	6375.0000 	6687.3333 	5912.0000 
34	3869.5833 	1823.1716 	374.2628 	980.2738 	2049.8750 	267.3167 	126.5209 	1500.7270 	2189.4583 	4569.5500 	4596.6786 	2290.6742 	1617.8056 	6538.1595 	4216.5417 	1094.9679 	5477.0321 	12881.5595 	8090.0167 	14444.4167 	2521.3667 	11857.1909 	1778.4167 	7231.5546 	2531.2500 	1522.8667 	10515.1667 	2212.0343 	3782.1767 	6820.5219 	3036.2738 	621.8782 	681.4167 	0.0000 	1087.3367 	1464.5219 	4023.5167 	11257.3056 	4652.1439 	329.2500 	3890.8141 	448.9881 	5230.7500 	491.8167 	1087.0567 	1509.9643 	2829.1742 	1618.4583 	248.4167 	451.8667 	3754.5595 	671.1833 	5.4255 	640.5833 	2347.1667 	3307.4833 	1261.8013 	342.6667 	4306.5833 	1377.9722 	851.1786 	2618.4405 	16.4167 	2438.5333 	3594.7083 	5116.0833 	733.1833 	4237.2833 	4763.1833 	4890.7833 	5693.5833 	6005.9167 	5230.5833 
35	4956.9200 	2910.5082 	713.0738 	107.0629 	3137.2117 	820.0200 	1213.8575 	413.3903 	1102.1217 	3482.2133 	5684.0152 	3378.0109 	2705.1422 	5450.8229 	3129.2050 	2182.3046 	4389.6954 	11794.2229 	7002.6800 	13357.0800 	1434.0300 	10769.8542 	691.0800 	6144.2179 	1443.9133 	435.5300 	9427.8300 	1124.6976 	2694.8400 	5733.1853 	1948.9371 	465.4585 	405.9200 	1087.3367 	0.0000 	377.1853 	2936.1800 	10169.9689 	3564.8073 	1416.5867 	4978.1508 	638.3486 	4143.4133 	595.5200 	0.2803 	2597.3010 	3916.5109 	2705.7950 	838.9200 	635.4700 	2667.2229 	1758.5200 	1092.7621 	1727.9200 	1259.8300 	4394.8200 	174.4646 	744.6700 	5393.9200 	2465.3089 	236.1581 	3705.7771 	1070.9200 	3525.8700 	4682.0450 	6203.4200 	1820.5200 	5324.6200 	5850.5200 	5978.1200 	6780.9200 	7093.2533 	6317.9200 
36	5334.1053 	3287.6935 	1090.2591 	484.2481 	3514.3969 	1197.2053 	1591.0428 	36.2051 	724.9364 	3105.0281 	6061.2005 	3755.1962 	3082.3275 	5073.6376 	2752.0197 	2559.4899 	4012.5101 	11417.0376 	6625.4947 	12979.8947 	1056.8447 	10392.6689 	313.8947 	5767.0327 	1066.7281 	58.3447 	9050.6447 	747.5124 	2317.6547 	5356.0000 	1571.7519 	842.6437 	783.1053 	1464.5219 	377.1853 	0.0000 	2558.9947 	9792.7836 	3187.6220 	1793.7719 	5355.3360 	1015.5338 	3766.2281 	972.7053 	377.4653 	2974.4862 	4293.6962 	3082.9803 	1216.1053 	1012.6553 	2290.0376 	2135.7053 	1469.9474 	2105.1053 	882.6447 	4772.0053 	202.7206 	1121.8553 	5771.1053 	2842.4942 	613.3434 	4082.9624 	1448.1053 	3903.0553 	5059.2303 	6580.6053 	2197.7053 	5701.8053 	6227.7053 	6355.3053 	7158.1053 	7470.4386 	6695.1053 
37	7893.1000 	5846.6882 	3649.2538 	3043.2429 	6073.3917 	3756.2000 	4150.0375 	2522.7897 	1834.0583 	546.0333 	8620.1952 	6314.1909 	5641.3222 	2514.6429 	193.0250 	5118.4846 	1453.5154 	8858.0429 	4066.5000 	10420.9000 	1502.1500 	7833.6742 	2245.1000 	3208.0379 	1492.2667 	2500.6500 	6491.6500 	1811.4824 	241.3400 	2797.0053 	987.2429 	3401.6385 	3342.1000 	4023.5167 	2936.1800 	2558.9947 	0.0000 	7233.7889 	628.6273 	4352.7667 	7914.3308 	3574.5286 	1207.2333 	3531.7000 	2936.4600 	5533.4810 	6852.6909 	5641.9750 	3775.1000 	3571.6500 	268.9571 	4694.7000 	4028.9421 	4664.1000 	1676.3500 	7331.0000 	2761.7154 	3680.8500 	8330.1000 	5401.4889 	3172.3381 	6641.9571 	4007.1000 	6462.0500 	7618.2250 	9139.6000 	4756.7000 	8260.8000 	8786.7000 	8914.3000 	9717.1000 	10029.4333 	9254.1000 
38	15126.8889 	13080.4771 	10883.0427 	10277.0318 	13307.1806 	10989.9889 	11383.8264 	9756.5785 	9067.8472 	6687.7556 	15853.9841 	13547.9798 	12875.1111 	4719.1460 	7040.7639 	12352.2735 	5780.2735 	1624.2540 	3167.2889 	3187.1111 	8735.9389 	599.8853 	9478.8889 	4025.7510 	8726.0556 	9734.4389 	742.1389 	9045.2712 	7475.1289 	4436.7836 	8221.0317 	10635.4274 	10575.8889 	11257.3056 	10169.9689 	9792.7836 	7233.7889 	0.0000 	6605.1616 	11586.5556 	15148.1197 	10808.3175 	6026.5556 	10765.4889 	10170.2489 	12767.2698 	14086.4798 	12875.7639 	11008.8889 	10805.4389 	7502.7460 	11928.4889 	11262.7310 	11897.8889 	8910.1389 	14564.7889 	9995.5043 	10914.6389 	15563.8889 	12635.2778 	10406.1270 	13875.7460 	11240.8889 	13695.8389 	14852.0139 	16373.3889 	11990.4889 	15494.5889 	16020.4889 	16148.0889 	16950.8889 	17263.2222 	16487.8889 
39	8521.7273 	6475.3155 	4277.8811 	3671.8701 	6702.0189 	4384.8273 	4778.6648 	3151.4169 	2462.6856 	82.5940 	9248.8225 	6942.8182 	6269.9495 	1886.0156 	435.6023 	5747.1119 	824.8881 	8229.4156 	3437.8727 	9792.2727 	2130.7773 	7205.0469 	2873.7273 	2579.4107 	2120.8939 	3129.2773 	5863.0227 	2440.1096 	869.9673 	2168.3780 	1615.8701 	4030.2657 	3970.7273 	4652.1439 	3564.8073 	3187.6220 	628.6273 	6605.1616 	0.0000 	4981.3939 	8542.9580 	4203.1558 	578.6061 	4160.3273 	3565.0873 	6162.1082 	7481.3182 	6270.6023 	4403.7273 	4200.2773 	897.5844 	5323.3273 	4657.5694 	5292.7273 	2304.9773 	7959.6273 	3390.3427 	4309.4773 	8958.7273 	6030.1162 	3800.9654 	7270.5844 	4635.7273 	7090.6773 	8246.8523 	9768.2273 	5385.3273 	8889.4273 	9415.3273 	9542.9273 	10345.7273 	10658.0606 	9882.7273 
40	3540.3333 	1493.9216 	703.5128 	1309.5238 	1720.6250 	596.5667 	202.7292 	1829.9770 	2518.7083 	4898.8000 	4267.4286 	1961.4242 	1288.5556 	6867.4095 	4545.7917 	765.7179 	5806.2821 	13210.8095 	8419.2667 	14773.6667 	2850.6167 	12186.4409 	2107.6667 	7560.8046 	2860.5000 	1852.1167 	10844.4167 	2541.2843 	4111.4267 	7149.7719 	3365.5238 	951.1282 	1010.6667 	329.2500 	1416.5867 	1793.7719 	4352.7667 	11586.5556 	4981.3939 	0.0000 	3561.5641 	778.2381 	5560.0000 	821.0667 	1416.3067 	1180.7143 	2499.9242 	1289.2083 	577.6667 	781.1167 	4083.8095 	341.9333 	323.8246 	311.3333 	2676.4167 	2978.2333 	1591.0513 	671.9167 	3977.3333 	1048.7222 	1180.4286 	2289.1905 	345.6667 	2109.2833 	3265.4583 	4786.8333 	403.9333 	3908.0333 	4433.9333 	4561.5333 	5364.3333 	5676.6667 	4901.3333 
41	21.2310 	2067.6425 	4265.0769 	4871.0879 	1840.9391 	4158.1308 	3764.2933 	5391.5411 	6080.2724 	8460.3641 	705.8645 	1600.1399 	2273.0085 	10428.9736 	8107.3558 	2795.8462 	9367.8462 	16772.3736 	11980.8308 	18335.2308 	6412.1808 	15748.0050 	5669.2308 	11122.3687 	6422.0641 	5413.6808 	14405.9808 	6102.8484 	7672.9908 	10711.3360 	6927.0879 	4512.6923 	4572.2308 	3890.8141 	4978.1508 	5355.3360 	7914.3308 	15148.1197 	8542.9580 	3561.5641 	0.0000 	4339.8022 	9121.5641 	4382.6308 	4977.8708 	2380.8498 	1061.6399 	2272.3558 	4139.2308 	4342.6808 	7645.3736 	3219.6308 	3885.3887 	3250.2308 	6237.9808 	583.3308 	5152.6154 	4233.4808 	415.7692 	2512.8419 	4741.9927 	1272.3736 	3907.2308 	1452.2808 	296.1058 	1225.2692 	3157.6308 	346.4692 	872.3692 	999.9692 	1802.7692 	2115.1026 	1339.7692 
42	4318.5714 	2272.1597 	74.7253 	531.2857 	2498.8631 	181.6714 	575.5089 	1051.7389 	1740.4702 	4120.5619 	5045.6667 	2739.6623 	2066.7937 	6089.1714 	3767.5536 	1543.9560 	5028.0440 	12432.5714 	7641.0286 	13995.4286 	2072.3786 	11408.2028 	1329.4286 	6782.5665 	2082.2619 	1073.8786 	10066.1786 	1763.0462 	3333.1886 	6371.5338 	2587.2857 	172.8901 	232.4286 	448.9881 	638.3486 	1015.5338 	3574.5286 	10808.3175 	4203.1558 	778.2381 	4339.8022 	0.0000 	4781.7619 	42.8286 	638.0686 	1958.9524 	3278.1623 	2067.4464 	200.5714 	2.8787 	3305.5714 	1120.1714 	454.4135 	1089.5714 	1898.1786 	3756.4714 	812.8132 	106.3214 	4755.5714 	1826.9603 	402.1905 	3067.4286 	432.5714 	2887.5214 	4043.6964 	5565.0714 	1182.1714 	4686.2714 	5212.1714 	5339.7714 	6142.5714 	6454.9048 	5679.5714 
43	9100.3333 	7053.9216 	4856.4872 	4250.4762 	7280.6250 	4963.4333 	5357.2708 	3730.0230 	3041.2917 	661.2000 	9827.4286 	7521.4242 	6848.5556 	1307.4095 	1014.2083 	6325.7179 	246.2821 	7650.8095 	2859.2667 	9213.6667 	2709.3833 	6626.4409 	3452.3333 	2000.8046 	2699.5000 	3707.8833 	5284.4167 	3018.7157 	1448.5733 	1589.7719 	2194.4762 	4608.8718 	4549.3333 	5230.7500 	4143.4133 	3766.2281 	1207.2333 	6026.5556 	578.6061 	5560.0000 	9121.5641 	4781.7619 	0.0000 	4738.9333 	4143.6933 	6740.7143 	8059.9242 	6849.2083 	4982.3333 	4778.8833 	1476.1905 	5901.9333 	5236.1754 	5871.3333 	2883.5833 	8538.2333 	3968.9487 	4888.0833 	9537.3333 	6608.7222 	4379.5714 	7849.1905 	5214.3333 	7669.2833 	8825.4583 	10346.8333 	5963.9333 	9468.0333 	9993.9333 	10121.5333 	10924.3333 	11236.6667 	10461.3333 
44	4361.4000 	2314.9882 	117.5539 	488.4571 	2541.6917 	224.5000 	618.3375 	1008.9103 	1697.6417 	4077.7333 	5088.4952 	2782.4909 	2109.6222 	6046.3429 	3724.7250 	1586.7846 	4985.2154 	12389.7429 	7598.2000 	13952.6000 	2029.5500 	11365.3742 	1286.6000 	6739.7379 	2039.4333 	1031.0500 	10023.3500 	1720.2176 	3290.3600 	6328.7053 	2544.4571 	130.0615 	189.6000 	491.8167 	595.5200 	972.7053 	3531.7000 	10765.4889 	4160.3273 	821.0667 	4382.6308 	42.8286 	4738.9333 	0.0000 	595.2400 	2001.7810 	3320.9909 	2110.2750 	243.4000 	39.9500 	3262.7429 	1163.0000 	497.2421 	1132.4000 	1855.3500 	3799.3000 	769.9846 	149.1500 	4798.4000 	1869.7889 	359.3619 	3110.2571 	475.4000 	2930.3500 	4086.5250 	5607.9000 	1225.0000 	4729.1000 	5255.0000 	5382.6000 	6185.4000 	6497.7333 	5722.4000 
45	4956.6400 	2910.2282 	712.7938 	106.7829 	3136.9317 	819.7400 	1213.5775 	413.6703 	1102.4017 	3482.4933 	5683.7352 	3377.7309 	2704.8622 	5451.1029 	3129.4850 	2182.0246 	4389.9754 	11794.5029 	7002.9600 	13357.3600 	1434.3100 	10770.1342 	691.3600 	6144.4979 	1444.1933 	435.8100 	9428.1100 	1124.9776 	2695.1200 	5733.4653 	1949.2171 	465.1785 	405.6400 	1087.0567 	0.2803 	377.4653 	2936.4600 	10170.2489 	3565.0873 	1416.3067 	4977.8708 	638.0686 	4143.6933 	595.2400 	0.0000 	2597.0210 	3916.2309 	2705.5150 	838.6400 	635.1900 	2667.5029 	1758.2400 	1092.4821 	1727.6400 	1260.1100 	4394.5400 	174.7446 	744.3900 	5393.6400 	2465.0289 	235.8781 	3705.4971 	1070.6400 	3525.5900 	4681.7650 	6203.1400 	1820.2400 	5324.3400 	5850.2400 	5977.8400 	6780.6400 	7092.9733 	6317.6400 
46	2359.6191 	313.2073 	1884.2271 	2490.2381 	539.9107 	1777.2810 	1383.4435 	3010.6913 	3699.4226 	6079.5143 	3086.7143 	780.7100 	107.8413 	8048.1238 	5726.5060 	414.9963 	6986.9963 	14391.5238 	9599.9810 	15954.3810 	4031.3310 	13367.1552 	3288.3810 	8741.5189 	4041.2143 	3032.8310 	12025.1310 	3721.9986 	5292.1410 	8330.4862 	4546.2381 	2131.8425 	2191.3810 	1509.9643 	2597.3010 	2974.4862 	5533.4810 	12767.2698 	6162.1082 	1180.7143 	2380.8498 	1958.9524 	6740.7143 	2001.7810 	2597.0210 	0.0000 	1319.2100 	108.4941 	1758.3810 	1961.8310 	5264.5238 	838.7810 	1504.5388 	869.3810 	3857.1310 	1797.5190 	2771.7656 	1852.6310 	2796.6190 	131.9921 	2361.1429 	1108.4762 	1526.3810 	928.5690 	2084.7440 	3606.1190 	776.7810 	2727.3190 	3253.2190 	3380.8190 	4183.6190 	4495.9524 	3720.6190 
47	1040.4091 	1006.0027 	3203.4371 	3809.4481 	779.2992 	3096.4909 	2702.6534 	4329.9013 	5018.6326 	7398.7242 	1767.5043 	538.5000 	1211.3687 	9367.3338 	7045.7159 	1734.2063 	8306.2063 	15710.7338 	10919.1909 	17273.5909 	5350.5409 	14686.3651 	4607.5909 	10060.7288 	5360.4242 	4352.0409 	13344.3409 	5041.2086 	6611.3509 	9649.6962 	5865.4481 	3451.0524 	3510.5909 	2829.1742 	3916.5109 	4293.6962 	6852.6909 	14086.4798 	7481.3182 	2499.9242 	1061.6399 	3278.1623 	8059.9242 	3320.9909 	3916.2309 	1319.2100 	0.0000 	1210.7159 	3077.5909 	3281.0409 	6583.7338 	2157.9909 	2823.7488 	2188.5909 	5176.3409 	478.3091 	4090.9755 	3171.8409 	1477.4091 	1451.2020 	3680.3528 	210.7338 	2845.5909 	390.6409 	765.5341 	2286.9091 	2095.9909 	1408.1091 	1934.0091 	2061.6091 	2864.4091 	3176.7424 	2401.4091 
48	2251.1250 	204.7132 	1992.7212 	2598.7321 	431.4167 	1885.7750 	1491.9375 	3119.1853 	3807.9167 	6188.0083 	2978.2202 	672.2159 	0.6549 	8156.6179 	5835.0000 	523.4904 	7095.4904 	14500.0179 	9708.4750 	16062.8750 	4139.8250 	13475.6492 	3396.8750 	8850.0129 	4149.7083 	3141.3250 	12133.6250 	3830.4926 	5400.6350 	8438.9803 	4654.7321 	2240.3365 	2299.8750 	1618.4583 	2705.7950 	3082.9803 	5641.9750 	12875.7639 	6270.6023 	1289.2083 	2272.3558 	2067.4464 	6849.2083 	2110.2750 	2705.5150 	108.4941 	1210.7159 	0.0000 	1866.8750 	2070.3250 	5373.0179 	947.2750 	1613.0329 	977.8750 	3965.6250 	1689.0250 	2880.2596 	1961.1250 	2688.1250 	240.4861 	2469.6369 	999.9821 	1634.8750 	820.0750 	1976.2500 	3497.6250 	885.2750 	2618.8250 	3144.7250 	3272.3250 	4075.1250 	4387.4583 	3612.1250 
49	4118.0000 	2071.5882 	125.8462 	731.8571 	2298.2917 	18.9001 	374.9375 	1252.3103 	1941.0417 	4321.1333 	4845.0952 	2539.0909 	1866.2222 	6289.7429 	3968.1250 	1343.3846 	5228.6154 	12633.1429 	7841.6000 	14196.0000 	2272.9500 	11608.7742 	1530.0000 	6983.1379 	2282.8333 	1274.4500 	10266.7500 	1963.6176 	3533.7600 	6572.1053 	2787.8571 	373.4615 	433.0000 	248.4167 	838.9200 	1216.1053 	3775.1000 	11008.8889 	4403.7273 	577.6667 	4139.2308 	200.5714 	4982.3333 	243.4000 	838.6400 	1758.3810 	3077.5909 	1866.8750 	0.0000 	203.4500 	3506.1429 	919.6000 	253.8421 	889.0000 	2098.7500 	3555.9000 	1013.3846 	94.2500 	4555.0000 	1626.3889 	602.7619 	2866.8571 	232.0000 	2686.9500 	3843.1250 	5364.5000 	981.6000 	4485.7000 	5011.6000 	5139.2000 	5942.0000 	6254.3333 	5479.0000 
50	4321.4500 	2275.0382 	77.6039 	528.4071 	2501.7417 	184.5500 	578.3875 	1048.8603 	1737.5917 	4117.6833 	5048.5452 	2742.5409 	2069.6722 	6086.2929 	3764.6750 	1546.8346 	5025.1654 	12429.6929 	7638.1500 	13992.5500 	2069.5000 	11405.3242 	1326.5500 	6779.6879 	2079.3833 	1071.0000 	10063.3000 	1760.1676 	3330.3100 	6368.6553 	2584.4071 	170.0115 	229.5500 	451.8667 	635.4700 	1012.6553 	3571.6500 	10805.4389 	4200.2773 	781.1167 	4342.6808 	2.8787 	4778.8833 	39.9500 	635.1900 	1961.8310 	3281.0409 	2070.3250 	203.4500 	0.0000 	3302.6929 	1123.0500 	457.2921 	1092.4500 	1895.3000 	3759.3500 	809.9346 	109.2000 	4758.4500 	1829.8389 	399.3119 	3070.3071 	435.4500 	2890.4000 	4046.5750 	5567.9500 	1185.0500 	4689.1500 	5215.0500 	5342.6500 	6145.4500 	6457.7833 	5682.4500 
51	7624.1429 	5577.7311 	3380.2967 	2774.2857 	5804.4345 	3487.2429 	3881.0804 	2253.8325 	1565.1012 	814.9905 	8351.2381 	6045.2338 	5372.3651 	2783.6000 	461.9821 	4849.5275 	1722.4725 	9127.0000 	4335.4571 	10689.8571 	1233.1929 	8102.6313 	1976.1429 	3476.9951 	1223.3095 	2231.6929 	6760.6071 	1542.5252 	27.6172 	3065.9624 	718.2857 	3132.6813 	3073.1429 	3754.5595 	2667.2229 	2290.0376 	268.9571 	7502.7460 	897.5844 	4083.8095 	7645.3736 	3305.5714 	1476.1905 	3262.7429 	2667.5029 	5264.5238 	6583.7338 	5373.0179 	3506.1429 	3302.6929 	0.0000 	4425.7429 	3759.9850 	4395.1429 	1407.3929 	7062.0429 	2492.7582 	3411.8929 	8061.1429 	5132.5317 	2903.3810 	6373.0000 	3738.1429 	6193.0929 	7349.2679 	8870.6429 	4487.7429 	7991.8429 	8517.7429 	8645.3429 	9448.1429 	9760.4762 	8985.1429 
52	3198.4000 	1151.9882 	1045.4462 	1651.4571 	1378.6917 	938.5000 	544.6625 	2171.9103 	2860.6417 	5240.7333 	3925.4952 	1619.4909 	946.6222 	7209.3429 	4887.7250 	423.7846 	6148.2154 	13552.7429 	8761.2000 	15115.6000 	3192.5500 	12528.3742 	2449.6000 	7902.7379 	3202.4333 	2194.0500 	11186.3500 	2883.2176 	4453.3600 	7491.7053 	3707.4571 	1293.0615 	1352.6000 	671.1833 	1758.5200 	2135.7053 	4694.7000 	11928.4889 	5323.3273 	341.9333 	3219.6308 	1120.1714 	5901.9333 	1163.0000 	1758.2400 	838.7810 	2157.9909 	947.2750 	919.6000 	1123.0500 	4425.7429 	0.0000 	665.7579 	30.6000 	3018.3500 	2636.3000 	1932.9846 	1013.8500 	3635.4000 	706.7889 	1522.3619 	1947.2571 	687.6000 	1767.3500 	2923.5250 	4444.9000 	62.0000 	3566.1000 	4092.0000 	4219.6000 	5022.4000 	5334.7333 	4559.4000 
53	3864.1579 	1817.7461 	379.6883 	985.6993 	2044.4496 	272.7421 	121.0954 	1506.1525 	2194.8838 	4574.9754 	4591.2531 	2285.2488 	1612.3801 	6543.5850 	4221.9671 	1089.5425 	5482.4575 	12886.9850 	8095.4421 	14449.8421 	2526.7921 	11862.6163 	1783.8421 	7236.9800 	2536.6754 	1528.2921 	10520.5921 	2217.4598 	3787.6021 	6825.9474 	3041.6992 	627.3036 	686.8421 	5.4255 	1092.7621 	1469.9474 	4028.9421 	11262.7310 	4657.5694 	323.8246 	3885.3887 	454.4135 	5236.1754 	497.2421 	1092.4821 	1504.5388 	2823.7488 	1613.0329 	253.8421 	457.2921 	3759.9850 	665.7579 	0.0000 	635.1579 	2352.5921 	3302.0579 	1267.2267 	348.0921 	4301.1579 	1372.5468 	856.6040 	2613.0150 	21.8421 	2433.1079 	3589.2829 	5110.6579 	727.7579 	4231.8579 	4757.7579 	4885.3579 	5688.1579 	6000.4912 	5225.1579 
